序号,链接,标题,匹配语料
18,https://tass.ru/obschestvo/25764429,Сезон выгодного сервиса: как подарить новогоднее настроение себе и своему смартфону HUAWEI01 декабря 2025,"О новых возможностях сервисного обслуживания читайте в материале ТАСС Редакция сайта ТАСС 01 декабря 2025, 12:18 © Пресс-служба HUAWEI Сколько вы знаете времен года?"
19,https://tass.ru/obschestvo/25764429,Сезон выгодного сервиса: как подарить новогоднее настроение себе и своему смартфону HUAWEI01 декабря 2025,"В это время обладатели гаджетов HUAWEI могут воспользоваться целым набором услуг, чтобы со скидкой или даже бесплатно обновить, починить да и просто украсить свои девайсы в авторизованных сервисных центрах (АСЦ)."
20,https://tass.ru/obschestvo/25764429,Сезон выгодного сервиса: как подарить новогоднее настроение себе и своему смартфону HUAWEI01 декабря 2025,"© Пресс-служба HUAWEI А если у вашего устройства стала подводить батарея, ее можно заменить на новую по специальной цене от 1999 рублей."
21,https://tass.ru/obschestvo/25764429,Сезон выгодного сервиса: как подарить новогоднее настроение себе и своему смартфону HUAWEI01 декабря 2025,"Подводя итог, можно сказать, что для владельцев устройств HUAWEI Новый год наступит на целых два месяца раньше, чем это случится по календарям."
22,https://tass.ru/obschestvo/25764429,Сезон выгодного сервиса: как подарить новогоднее настроение себе и своему смартфону HUAWEI01 декабря 2025,Для надежной защиты устройства клиентам доступна программа HUAWEI Care.
23,https://tass.ru/obschestvo/25724215,"Данные ""Радар. НФ"" были полезны при отражении атаки БПЛА в ночь на 25 ноября25 ноября 2025","Оно доступно для пользователей операционной системы Android в магазине RuStore, а также в AppGallery для устройств Huawei."
24,https://tass.ru/obschestvo/25724267,"Приложение для отслеживания БПЛА ""Радар.НФ"" скачали уже более 2 млн россиян25 ноября 2025","НФ"" доступен для пользователей операционной системы Android в магазине RuStore, а также в AppGallery для устройств Huawei."
25,https://tass.ru/ekonomika/25721899,Huawei выпустила линейку смартфонов Mate80 с функцией 3D-распознавания лица25 ноября 2025,Это позволит пользователям безопасно входить в свою учетную запись Huawei и производить оплату сканированием лица.
26,https://tass.ru/ekonomika/25721899,Huawei выпустила линейку смартфонов Mate80 с функцией 3D-распознавания лица25 ноября 2025,Китайская компания Huawei представила флагманскую линейку смартфонов Mate80 с функцией трехмерного распознавания лица.
27,https://tass.ru/sport/25644799,СтатьяЗдоровье и фитнес-приложение19 ноября 2025,"По итогам исследования самым удобным признано приложение Huawei Health, у которого удобный интерфейс и наглядная информация по всем показателям."
28,https://tass.ru/ekonomika/25646127,SCMP: ЕС и Китай могут договориться об экспорте чипов и редкоземельных металлов17 ноября 2025,Также ЕС планирует ввести ограничения для китайской компании Huawei.
29,https://tass.ru/ekonomika/25613491,CNN: торговая война Трампа с Канадой подталкивает Оттаву к сближению с Пекином13 ноября 2025,"Отношения Оттавы и Пекина резко испортились в 2018 году, когда в Ванкувере была задержана финансовый директор компании Huawei Мэн Ваньчжоу, которой грозила депортация в США по обвинению в мошенничестве и нарушении американских антииранских санкций."
30,https://tass.ru/ekonomika/25608123,Yonhap: Samsung выпустит складывающийся втрое смартфон в декабре12 ноября 2025,Китайская компания Huawei выпустила свой смартфон со складывающимся втрое экраном - Huawei Mate XT - в сентябре 2024 года.
