序号,链接,标题,匹配语料
15,https://russian.rt.com/world/news/910862-minyust-ssha-prodolzhenie-huawei,Минюст США объявил о продолжении дела против Huawei,Выделите её и нажмите «Ctrl + Enter» Подписывайтесь на наш канал в MAX Huawei Канада Китай Минюст США Суд Финансы You use your browser with disabled JavaScript.
16,https://russian.rt.com/world/news/910862-minyust-ssha-prodolzhenie-huawei,Минюст США объявил о продолжении дела против Huawei,"Reuters © Michele Tantussi «Наша группа обвинения продолжает подготовку к судебному разбирательству против Huawei, и мы с нетерпением ждём возможности доказать свою позицию против компании в суде», — сообщается в документе."
17,https://russian.rt.com/world/news/910862-minyust-ssha-prodolzhenie-huawei,Минюст США объявил о продолжении дела против Huawei,Минюст США объявил о продолжении дела против Huawei — РТ на русском Канал RT на Telegram.
18,https://russian.rt.com/world/news/910853-minyust-kanada-vanchzhou,Минюст Канады разрешил финдиректору Huawei Мэн Ваньчжоу покинуть страну,"В декабре 2020 года Минюст США не исключал , что может заключить сделку с арестованной в Канаде финансовым директором Huawei Мэн Ваньчжоу, которая подозревается в том числе в нарушении американских санкций против Ирана."
19,https://russian.rt.com/world/news/910853-minyust-kanada-vanchzhou,Минюст Канады разрешил финдиректору Huawei Мэн Ваньчжоу покинуть страну,Минюст Канады разрешил финдиректору Huawei Мэн Ваньчжоу покинуть страну — РТ на русском Канал RT на Telegram.
20,https://russian.rt.com/world/news/910853-minyust-kanada-vanchzhou,Минюст Канады разрешил финдиректору Huawei Мэн Ваньчжоу покинуть страну,В январе 2019 года США официально предъявили обвинения компании Huawei и её финансовому директору Мэн Ваньчжоу.
21,https://russian.rt.com/world/news/910853-minyust-kanada-vanchzhou,Минюст Канады разрешил финдиректору Huawei Мэн Ваньчжоу покинуть страну,Выделите её и нажмите «Ctrl + Enter» Подписывайтесь на наш канал в MAX Huawei Канада Китай США Суд Финансы You use your browser with disabled JavaScript.
22,https://russian.rt.com/world/news/910851-findirektor-huawei-osvobozhdenie,CBC: финдиректора Huawei Ваньчжоу освободили из-под домашнего ареста,"В декабре 2020 года Минюст США не исключал , что может заключить сделку с арестованной в Канаде финансовым директором Huawei Мэн Ваньчжоу, которая подозревается в том числе в нарушении американских санкций против Ирана."
23,https://russian.rt.com/world/news/910851-findirektor-huawei-osvobozhdenie,CBC: финдиректора Huawei Ваньчжоу освободили из-под домашнего ареста,CBC: финдиректора Huawei Ваньчжоу освободили из-под домашнего ареста — РТ на русском Канал RT на Telegram.
24,https://russian.rt.com/world/news/910851-findirektor-huawei-osvobozhdenie,CBC: финдиректора Huawei Ваньчжоу освободили из-под домашнего ареста,В январе 2019 года США официально предъявили обвинения компании Huawei и её финансовому директору Мэн Ваньчжоу.
25,https://russian.rt.com/world/news/910851-findirektor-huawei-osvobozhdenie,CBC: финдиректора Huawei Ваньчжоу освободили из-под домашнего ареста,Выделите её и нажмите «Ctrl + Enter» Подписывайтесь на наш канал в Дзен Huawei Иран Канада Новые технологии США Суд Финансы You use your browser with disabled JavaScript.
26,https://russian.rt.com/opinion/898425-yuzik-iran-raisi-prezident-pravitelstvo-sostav,Правительство под санкциями,"Просто для примера: за поставку продукции китайского телекоммуникационного гиганта Huawei Ирану (находящемуся под санкциями США) в 2018 году в Канаде была арестована финансовый директор и дочь основателя Huawei Мэн Ваньчжоу, до сих пор пребывающая под следствием."
27,https://russian.rt.com/world/article/893945-ssha-ugrozy-5g,«Заранее возложить вину на других»: в США предупредили об угрозах из-за внедрения 5G,"Напомним, что на Западе Huawei обвиняют в «шпионаже» и ограничивают сотрудничество с компанией."
28,https://russian.rt.com/world/article/893945-ssha-ugrozy-5g,«Заранее возложить вину на других»: в США предупредили об угрозах из-за внедрения 5G,"Для этого они ввели санкции против Huawei и оказывают давление на другие страны», — сказал он."
29,https://russian.rt.com/world/article/893945-ssha-ugrozy-5g,«Заранее возложить вину на других»: в США предупредили об угрозах из-за внедрения 5G,Huawei globallookpress.
30,https://russian.rt.com/world/article/893945-ssha-ugrozy-5g,«Заранее возложить вину на других»: в США предупредили об угрозах из-за внедрения 5G,"Между тем в NDI подчеркнули, что в сфере 5G Россия сотрудничает с китайской телекоммуникационной компанией Huawei."
31,https://russian.rt.com/world/article/893945-ssha-ugrozy-5g,«Заранее возложить вину на других»: в США предупредили об угрозах из-за внедрения 5G,"Так, в 2019 году США запретили поставки оборудования Huawei из-за соображений безопасности и заставили другие страны сделать то же самое, сообщается в публикации."
32,https://russian.rt.com/world/news/883931-ek-5g-litva,В ЕК заявили о «проблемах в координации с Россией» при внедрении 5G в Литве,"Ранее в Европарламенте выразили мнение, что китайская компания Huawei использует 5G-сети для «шпионажа»."
33,https://russian.rt.com/russia/news/879098-ekspert-rossiya-noutbuk,Названы самые популярные ноутбуки у россиян в 2021 году,"По оценке специалистов, чаще всего россияне приобретают продукцию от Asus, MSI, HP, Lenovo и Huawei."
34,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,Единое пространство: Huawei представила операционную систему HarmonyOS 2.
35,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,Часть новой операционной системы — HarmonyOS Connect — заменила собой HUAWEI HiLink для подключения продуктов сторонних производителей к общей экосистеме.
36,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"В Huawei также заявили, что приложения для HarmonyOS 2."
37,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0, заявлены новые версии смартфонов серии HUAWEI Mate 40 и HUAWEI Mate X2, умные часы серии HUAWEI WATCH 3, планшет HUAWEI MatePad Pro, а также умные экраны HUAWEI Vision S с диагоналями 55 и 65 дюймов."
38,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"Компания работала над созданием этой ОС на протяжении почти десяти лет, заявили в Huawei."
39,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,Собственная разработка также позволила улучшить энергоэффективность: в тестах Huawei время непрерывной игры в ресурсоёмкой Peace Elite на смартфоне HUAWEI Mate 40 Pro под управлением HarmonyOS 2.
40,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"Все возможности экосистемы «Суперустройство» будут видны на любых продуктах, входящих в неё, подчеркнули в Huawei."
41,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"В Huawei приводят такой пример сценария использования: чтобы посмотреть фильм с телефона на большом экране, нужно просто перетащить значок умного экрана на значок телефона в панели управления."
42,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0 — это распределённая операционная система, созданная для эпохи интернета вещей (IoT) и нацеленная на создание принципиально нового, «умного» образа жизни для потребителей», — пояснил Михаил Комков, вице-президент экосистемы Huawei в Евразии."
43,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"Магазин приложений AppGallery Также Михаил Комков отметил, что в России наблюдается высокий интерес к собственному магазину приложений Huawei, AppGallery, причём как со стороны российских пользователей, так и партнёров."
44,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0 объединяет разные гаджеты в единое «суперустройство», которое использует все аппаратные и программные ресурсы для максимальной эффективности при выполнении задач пользователя, рассказали в Huawei."
45,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0 будут поддерживать почти сто разных продуктов Huawei, включая беспроводные наушники HUAWEI FreeBuds 4 и мониторы HUAWEI MateView и HUAWEI MateView GT."
46,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0, связывающую гаджеты в «суперустройство» Короткая ссылка 23 июня 2021, 15:00 Ярослав Родин В начале июня 2021 года компания Huawei представила линейку смартфонов, умных часов и планшетов под управлением новой операционной системы собственной разработки HarmonyOS 2."
47,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"В Huawei утверждают, что HarmonyOS 2."
48,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,Выделите её и нажмите «Ctrl + Enter» Huawei Интернет Китай Новые технологии Видео You use your browser with disabled JavaScript.
49,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"Владельцы смартфонов Huawei и других брендов на ОС Android теперь могут скачать такие популярные мобильные игры, как AFK Arena, Asphalt 9: Legends, Clash of Kings, Homescapes и многие другие», — пояснил Михаил Комков."
50,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,ru RT на русском в Дзен rss RT на русском в TikTok ENG DE FR العربية ESP RS RTД RT На русском Search Menu mobile Новости Мир Россия Бывший СССР Экономика Спорт Наука Без политики Мнения ИноТВ Фото Видео Спецоперация на Украине Единое пространство: Huawei представила операционную систему HarmonyOS 2.
51,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"0, связывающую гаджеты в «суперустройство» Huawei представила операционную систему HarmonyOS 2."
52,https://russian.rt.com/partners/article/876980-huawei-novye-tehnologii-kitai-internet,Единое пространство: Huawei представила операционную систему HarmonyOS 2.0,"Благодаря этой операционной системе сторонние производители устройств могут предлагать пользователям новые опции и возможности, включая быстрый доступ к сети и управление интеллектуальным устройством со смартфона, пояснил вице-президент Huawei."
53,https://russian.rt.com/russia/news/863946-rossiyane-gadzhety-prodazha-socseti,Четверть россиян предпочитают продавать подержанные гаджеты через соцсети,Чаще всего таким образом распространяют публикации о продаже iPhone и Huawei.
54,https://russian.rt.com/world/news/859211-kitai-evropa-huawei-5g,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei,"«Если определённые государства-члены продолжают настаивать на использовании технологий Huawei, как тогда Еврокомиссии планировать будущее взаимодействие в области безопасности, а именно обмен данными, со странами, которые отказываются работать с Huawei?"
55,https://russian.rt.com/world/news/859211-kitai-evropa-huawei-5g,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei,"Кроме того, он спросил, как ЕК намерена защитить от возможных санкций Пекина те государства ЕС, которые отказываются от технологий Huawei, а также как там планируют поддержать высокотехнологичные европейские предприятия в связи с расширением применения сетей пятого поколения."
56,https://russian.rt.com/world/news/859211-kitai-evropa-huawei-5g,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei,Выделите её и нажмите «Ctrl + Enter» Подписывайтесь на наш канал в MAX Huawei В мире Внешняя политика Депутат ЕС Еврокомиссия Европа Европейский парламент Китай Отношения стран Эксклюзив RT Ранее на эту тему: Как одна Huawei расшатала НАТО «С позиции силы»: почему Вашингтон отказался отменить пошлины на импорт из Китая You use your browser with disabled JavaScript.
57,https://russian.rt.com/world/news/859211-kitai-evropa-huawei-5g,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei — РТ на русском Канал RT на Telegram.
58,https://russian.rt.com/world/news/859211-kitai-evropa-huawei-5g,В ЕП обвинили Китай в «шпионаже» посредством 5G-сетей Huawei,"Reuters По его словам, в то время как некоторые страны ЕС «не беспокоятся по поводу Huawei», другие не дают компании конкурировать с соперниками на этом рынке, чтобы «помешать китайскому шпионажу»."
59,https://russian.rt.com/business/news/858335-ekspert-tehnologii-ekonomika,Эксперт оценил перспективы использования ИИ в экономике,"Ранее газета «Известия» со ссылкой на совместное исследование аналитического агентства TAdviser, компаний Huawei и «Техносерв» сообщала, что две трети крупнейших компаний России использовали ИИ в своей работе в 2020 году."
60,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"Цена и доступность В России HUAWEI FreeBuds 4i доступны в керамическом белом, угольно-чёрном и красном цветах."
61,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"Первое подключение к смартфону HUAWEI мгновенное: вы открываете кейс, нажимая на кнопку сбоку, телефон тут же распознает FreeBuds 4i, показывает соответствующую анимацию и предлагает подключиться."
62,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"Шумоподавление и управление Конструкция HUAWEI FreeBuds 4i обеспечивает не только активное, но и вполне сносное пассивное шумоподавление."
63,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,Посмотрите наш сюжет о съёмках этого клипа: Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i До этого у меня был опыт перелётов в полноразмерных наушниках с активным шумоподавлением.
64,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"ru RT на русском в Дзен rss RT на русском в TikTok ENG DE FR العربية ESP RS RTД RT На русском Search Menu mobile Новости Мир Россия Бывший СССР Экономика Спорт Наука Без политики Мнения ИноТВ Фото Видео Спецоперация на Украине Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i Обзор наушников HUAWEI FreeBuds 4i Короткая ссылка 30 апреля 2021, 16:12 Ярослав Родин Сегмент TWS-наушников быстро стал одним из самых конкурентных."
65,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"HUAWEI FreeBuds 4i не стали исключением: по крайней мере, по моим ощущениям, они дают чуть больше баса и подчёркивают вокальные партии."
66,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,HUAWEI FreeBuds 4i хранятся в компактном зарядном кейсе овальной формы.
67,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"© HUAWEI Пример тому — новые HUAWEI FreeBuds 4i, которые, похоже, всерьёз решили стать лидером бюджетного сегмента TWS-наушников."
68,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,Тем не менее как раз во время тестирования HUAWEI FreeBuds 4i я отправился в поездку на Сахалин.
69,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,Выделите её и нажмите «Ctrl + Enter» Huawei Интернет Китай Новые технологии You use your browser with disabled JavaScript.
70,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,"Кстати, недавно HUAWEI FreeBuds 4i снялись в клипе композитора Николы Мельникова с участием фигуристки, олимпийской чемпионки Аделины Сотниковой."
71,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i — РТ на русском Канал RT на Telegram.
72,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,И всё это по цене в 7990 рублей (без учёта скидок на сайте онлайн-магазина HUAWEI ).
73,https://russian.rt.com/partners/article/858154-huawei-novye-tehnologii-kitai-internet,Качают от Москвы до Сахалина: обзор наушников HUAWEI FreeBuds 4i,Производитель заявляет десять часов прослушивания музыки от одного заряда в HUAWEI FreeBuds 4i — но это с выключенным шумоподавлением.
74,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,HUAWEI MateBook D 14 и HUAWEI MateBook D 15 поступят в продажу в России в цвете «космический серый» с 11 мая 2021 года в официальные магазины HUAWEI и магазины-партнёры компании.
75,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,Чем HUAWEI MateBook D 14 и HUAWEI MateBook D 15 привлекают покупателей?
76,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,Мощь и скорость Мы тестировали предыдущую версию HUAWEI MateBook D 15 на базе AMD в феврале 2020 года и высоко оценили его сбалансированность для разных сценариев использования.
77,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,"По данным лаборатории HUAWEI, это увеличивает эффективность охлаждения на 24% по сравнению с предыдущим поколением ноутбука."
78,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,Выделите её и нажмите «Ctrl + Enter» Huawei Интернет Китай Новые технологии You use your browser with disabled JavaScript.
79,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15 — РТ на русском Канал RT на Telegram.
80,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,"© Huawei Третья модель в наиболее мощной комплектации будет только с экраном диагональю 15,6 дюйма, в неё установят процессор Intel Core i5 11-го поколения и более производительную встроенную графику Intel Iris Xe Graphics."
81,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,"© Huawei Безрамочный экран В ноутбуках установлены экраны с IPS-матрицей, разрешением 1920 на 1080 пикселей и соотношением сторон 16:9."
82,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,"Удобство функции «Мультискрин» HUAWEI Share Если поднести к тачпаду ноутбука совместимый смартфон HUAWEI (с EMUI 11 и выше), он моментально подключится и отобразит свой интерфейс в виде отдельного окна на экране компьютера."
83,https://russian.rt.com/partners/article/857498-huawei-novye-tehnologii-kitai-internet,Свежие процессоры и больше памяти: выходят новые HUAWEI MateBook D 14 и HUAWEI MateBook D 15,"Топовая версия MateBook D 15 с процессором 11-го поколения поддерживает 10-нм технологию SuperFin, которая может увеличить производительность многоядерного процессора на 38,5%, по данным лаборатории HUAWEI."
84,https://russian.rt.com/opinion/857134-mirzayan-rossiya-kitai-sankcii-ssha,Альянс будущего,"Даже переход США при Трампе от ворчания на тему «китайцы стали слишком сильны, надо что-то с этим делать» к торговой войне с КНР, а также серия санкций против китайского хай-тека (взять хотя бы историю с Huawei) не привели к изменению политики Пекина."
85,https://russian.rt.com/russia/news/854801-rossiyae-videorington-smartfon-opros,Опрос: около трети россиян готовы платить за видеорингтон на смартфоне,Выделите её и нажмите «Ctrl + Enter» Подписывайтесь на наш канал в Дзен Huawei В России Деньги Мобильный телефон Новости России Новые технологии Опрос Россия Россияне You use your browser with disabled JavaScript.
86,https://russian.rt.com/russia/news/854759-ekspert-smartfon-rossiya,Эксперты назвали возраст подержанных смартфонов,"По статистике «Авито», в топ-5 самых продаваемых телефонов попали iPhone (48% от общих продаж), Samsung (17%), Xiaomi (12%), Honor (7%) и Huawei (5%)."
87,https://russian.rt.com/russia/article/848850-prilozheniya-yandeks-smartfon-samsung,Несносный «Яндекс»: как корейский производитель смартфонов буквально исполнил российский закон,"Позднее он сообщил, что такой подход подтвердили в Huawei, Honor, Xiaomi, ZTE, Meizu и ряде других фирм."
88,https://russian.rt.com/opinion/847478-yuzik-iran-kitai-politika,25-летний пакт Ирана и Китая: геополитика или торговая сделка?,"Напротив, именно ирано-китайское сближение беспокоило США, и поэтому Китай и технологический гигант, за которым стоит НОАК, пострадали первыми: в декабре 2018 года в Канаде была арестована дочь основателя компании Huawei Мэн Ваньчжоу по обвинению в нарушении компанией антииранских санкций."
89,https://russian.rt.com/opinion/847478-yuzik-iran-kitai-politika,25-летний пакт Ирана и Китая: геополитика или торговая сделка?,"Снятие санкций позволит наконец решить вопрос с экстрадицией и судебным делом Мэн Ваньчжоу, дочерью основателя Huawei, которая с декабря 2018 года находится под домашним арестом в Канаде и является, по сути, американским заложником (дело о её задержании инициировано США)."
90,https://russian.rt.com/world/article/847191-ssha-kitai-poshliny-torgovoe-soglashenie-politika,«С позиции силы»: почему Вашингтон отказался отменить пошлины на импорт из Китая,В этом списке оказались Huawei Technologies Co.
91,https://russian.rt.com/world/article/847191-ssha-kitai-poshliny-torgovoe-soglashenie-politika,«С позиции силы»: почему Вашингтон отказался отменить пошлины на импорт из Китая,"Логотип компании Huawei Reuters © Aly Song/File В этот же день во время четырёхстороннего диалога по безопасности лидеров США, Индии, Австралии и Японии обсуждался «вызов, исходящий от Китая»."
92,https://russian.rt.com/world/article/846977-kitai-iran-peregovory-ssha-politika,«Вашингтон может оказаться в очень сложной ситуации»: к чему может привести усиление сотрудничества Китая и Ирана,В их числе оказались Huawei Technologies Co.
93,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,Узнать подробнее про девайс и купить его со скидкой за 12 990 рублей можно на официальном сайте HUAWEI .
94,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,"Наушники HUAWEI FreeBuds Pro можно приобрести в России в трёх цветах: мерцающем серебристом, керамическом белом и угольном чёрном."
95,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro — РТ на русском Канал RT на Telegram.
96,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,Чем интересны HUAWEI FreeBuds Pro?
97,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,Выделите её и нажмите «Ctrl + Enter» Huawei Интернет Китай Новые технологии You use your browser with disabled JavaScript.
98,https://russian.rt.com/partners/article/845832-huawei-novye-tehnologii-kitai-internet,В режиме прозрачности: почему вашими следующими наушниками должны стать HUAWEI FreeBuds Pro,"© HUAWEI Этому помогают три высокочувствительных микрофона, 11-миллиметровый динамический драйвер с большой амплитудой, датчик костной проводимости, встроенный датчик ускорения и другие компоненты."
